anomes_scoragem,anomesdia_scoragem,datetime_sdoragem,unnamed:_0,age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,model_score,score_bin
202009,20200914,,275,32,male,2,own,little,,2697,9,radio/TV,good,0.18733560073323202,Faixa 10
202009,20200914,,276,26,female,2,own,little,,2404,18,radio/TV,good,0.3049965519157232,Faixa 7
202009,20200914,,277,49,male,1,own,,little,1262,12,furniture/equipment,good,0.37603785003033485,Faixa 5
202009,20200914,,278,32,female,2,own,little,,4611,6,furniture/equipment,bad,0.3599070234597141,Faixa 6
202009,20200914,,279,29,male,3,rent,moderate,,1901,24,radio/TV,good,0.2571599542584017,Faixa 8
202009,20200914,,280,23,male,2,rent,rich,,3368,15,car,good,0.2305699534499431,Faixa 9
202009,20200914,,281,50,male,2,own,little,,1574,12,furniture/equipment,good,0.2050713790310945,Faixa 10
202009,20200914,,282,49,male,1,own,,rich,1445,18,radio/TV,good,0.3233500642155056,Faixa 6
202009,20200914,,283,63,male,2,own,,,1520,15,furniture/equipment,good,0.206046261335155,Faixa 10
202009,20200914,,284,37,male,2,own,moderate,moderate,3878,24,car,good,0.34904436187655774,Faixa 6
202009,20200914,,285,35,female,1,own,little,little,10722,47,car,good,0.6163023225179529,Faixa 1
202009,20200914,,286,26,male,2,own,little,little,4788,48,car,good,0.6142200770139572,Faixa 1
202009,20200914,,287,31,male,3,free,moderate,moderate,7582,48,vacation/others,good,0.4531532525432197,Faixa 4
202009,20200914,,288,49,female,2,own,little,moderate,1092,12,radio/TV,good,0.4114319212417841,Faixa 4
202009,20200914,,289,48,male,2,own,little,little,1024,24,radio/TV,bad,0.6301354318224616,Faixa 1
202009,20200914,,290,26,male,2,own,little,,1076,12,business,good,0.2512509118014954,Faixa 8
202009,20200914,,291,28,male,3,rent,little,moderate,9398,36,car,bad,0.6151189677975616,Faixa 1
202009,20200914,,292,44,female,3,free,little,little,6419,24,car,good,0.4651227886450045,Faixa 4
202009,20200914,,293,56,male,2,free,little,rich,4796,42,car,good,0.4698718423422217,Faixa 3
202009,20200914,,294,46,male,3,own,,,7629,48,business,good,0.2806653060241189,Faixa 7
202009,20200914,,295,26,female,2,own,little,moderate,9960,48,furniture/equipment,bad,0.6132186018312037,Faixa 1
202009,20200914,,296,20,female,2,rent,,,4675,12,car,good,0.36912405594681397,Faixa 5
202009,20200914,,297,45,male,1,own,,,1287,10,car,good,0.20238034631268745,Faixa 10
202009,20200914,,298,43,male,2,own,little,,2515,18,furniture/equipment,good,0.2734387973679884,Faixa 8
202009,20200914,,299,32,male,2,own,rich,moderate,2745,21,furniture/equipment,good,0.3067524560834922,Faixa 7
202009,20200914,,300,54,female,0,own,little,,672,6,car,good,0.18454467258402824,Faixa 10
202009,20200914,,301,42,female,2,own,little,moderate,3804,36,radio/TV,bad,0.5776083492173474,Faixa 2
202009,20200914,,302,37,male,1,own,,rich,1344,24,car,bad,0.4150984469054492,Faixa 4
202009,20200914,,303,49,male,2,own,little,little,1038,10,car,good,0.33854827915145197,Faixa 6
202009,20200914,,304,44,male,2,free,quite rich,,10127,48,car,bad,0.3346503453946466,Faixa 6
202009,20200914,,305,33,male,2,own,rich,,1543,6,furniture/equipment,good,0.17415935859845616,Faixa 10
202009,20200914,,306,24,female,1,rent,,,4811,30,car,good,0.30664795118221577,Faixa 7
202009,20200914,,307,33,male,1,own,moderate,little,727,12,radio/TV,bad,0.5919502585467814,Faixa 2
202009,20200914,,308,24,female,2,own,little,moderate,1237,8,furniture/equipment,bad,0.461473006257042,Faixa 4
202009,20200914,,309,22,male,1,rent,little,moderate,276,9,car,good,0.3683520714554396,Faixa 5
202009,20200914,,310,40,male,0,free,,moderate,5381,48,vacation/others,good,0.3064182082173391,Faixa 7
202009,20200914,,311,25,male,2,own,moderate,,5511,24,furniture/equipment,good,0.25202392534654633,Faixa 8
202009,20200914,,312,26,female,2,own,little,rich,3749,24,furniture/equipment,good,0.3243153135750437,Faixa 6
202009,20200914,,313,25,male,1,own,little,moderate,685,12,car,bad,0.5910691465259521,Faixa 2
202009,20200914,,314,29,male,1,own,,rich,1494,4,car,good,0.2565551996039147,Faixa 8
202009,20200914,,315,31,male,2,own,little,little,2746,36,furniture/equipment,bad,0.6293346842692655,Faixa 1
202009,20200914,,316,38,male,1,own,little,little,708,12,furniture/equipment,good,0.6004381896887826,Faixa 1
202009,20200914,,317,48,female,1,own,,moderate,4351,24,furniture/equipment,good,0.3226243479073649,Faixa 6
202009,20200914,,318,32,male,2,own,little,,701,12,education,good,0.2593481588801915,Faixa 8
202009,20200914,,319,27,female,1,own,little,little,3643,15,furniture/equipment,good,0.36346098197397786,Faixa 5
202009,20200914,,320,28,male,3,own,little,moderate,4249,30,car,bad,0.5579198498425105,Faixa 2
202009,20200914,,321,32,male,2,own,little,little,1938,24,radio/TV,bad,0.629075519344453,Faixa 1
202009,20200914,,322,34,male,3,free,little,little,2910,24,car,good,0.5050340363302496,Faixa 3
202009,20200914,,323,28,male,2,own,rich,little,2659,18,furniture/equipment,good,0.38665008093997333,Faixa 5
202009,20200914,,324,36,female,2,own,little,,1028,18,car,good,0.26001155715573376,Faixa 8
202009,20200914,,325,39,male,1,own,little,little,3398,8,car,good,0.25754818252595746,Faixa 8
202009,20200914,,326,49,male,2,rent,,,5801,12,furniture/equipment,good,0.29557925473332297,Faixa 7
202009,20200914,,327,34,female,2,own,rich,,1525,24,car,good,0.22177941030429552,Faixa 9
202009,20200914,,328,31,male,2,own,little,rich,4473,36,radio/TV,good,0.4752325827584572,Faixa 3
202009,20200914,,329,28,male,2,own,little,moderate,1068,6,radio/TV,good,0.3681339081208289,Faixa 5
202009,20200914,,330,75,male,3,free,little,little,6615,24,car,good,0.44023657651923725,Faixa 4
202009,20200914,,331,30,female,2,own,moderate,,1864,18,education,bad,0.34970477087547325,Faixa 6
202009,20200914,,332,24,female,3,own,moderate,moderate,7408,60,car,bad,0.5587510053722611,Faixa 2
202009,20200914,,333,24,female,1,rent,moderate,,11590,48,car,bad,0.503263917419235,Faixa 3
202009,20200914,,334,23,male,2,rent,little,little,4110,24,furniture/equipment,bad,0.5429361961117813,Faixa 2
202009,20200914,,335,44,male,3,rent,little,little,3384,6,furniture/equipment,bad,0.40893244195134826,Faixa 5
202009,20200914,,336,23,female,1,own,little,moderate,2101,13,radio/TV,good,0.43298121921429006,Faixa 4
202009,20200914,,337,24,female,2,rent,,little,1275,15,domestic appliances,bad,0.5378651251301636,Faixa 3
202009,20200914,,338,28,male,2,own,little,little,4169,24,furniture/equipment,good,0.5191420372927705,Faixa 3
202009,20200914,,339,31,male,1,own,little,moderate,1521,10,furniture/equipment,good,0.3441679201200962,Faixa 6
202009,20200914,,340,24,female,2,free,little,moderate,5743,24,education,good,0.4476992150299788,Faixa 4
202009,20200914,,341,26,female,1,rent,little,little,3599,21,furniture/equipment,good,0.4162265414776402,Faixa 4
202009,20200914,,342,25,male,2,rent,quite rich,moderate,3213,18,radio/TV,good,0.3991405732150353,Faixa 5
202009,20200914,,343,33,male,3,own,little,moderate,4439,18,business,good,0.44046002549448965,Faixa 4
202009,20200914,,344,37,male,1,own,little,rich,3949,10,car,good,0.2819927422280622,Faixa 7
202009,20200914,,345,43,female,1,own,little,,1459,15,radio/TV,good,0.24249793054834476,Faixa 9
202009,20200914,,346,23,male,2,own,little,moderate,882,13,radio/TV,good,0.48197037692506917,Faixa 3
202009,20200914,,347,23,female,0,rent,quite rich,moderate,3758,24,radio/TV,good,0.3671211229178611,Faixa 5
202009,20200914,,348,34,male,1,own,moderate,,1743,6,business,good,0.18065065133216057,Faixa 10
202009,20200914,,349,32,male,2,free,rich,moderate,1136,9,education,bad,0.4510563999586867,Faixa 4
202009,20200914,,350,23,female,2,rent,little,,1236,9,domestic appliances,good,0.2898986715387735,Faixa 7
202009,20200914,,351,29,female,2,own,little,moderate,959,9,furniture/equipment,bad,0.5616602055272946,Faixa 2
202009,20200914,,352,38,male,3,own,,,3229,18,car,good,0.1988792568922094,Faixa 10
202009,20200914,,353,28,male,2,rent,little,little,6199,12,radio/TV,bad,0.516790573725664,Faixa 3
202009,20200914,,354,46,male,2,free,quite rich,,727,10,education,good,0.23428975780481265,Faixa 9
202009,20200914,,355,23,male,1,own,little,moderate,1246,24,car,bad,0.6218176373539315,Faixa 1
202009,20200914,,356,49,male,2,own,,,2331,12,radio/TV,good,0.1848623500707304,Faixa 10
202009,20200914,,357,26,male,3,own,little,,4463,36,radio/TV,bad,0.38591741505064103,Faixa 5
202009,20200914,,358,28,male,2,own,little,,776,12,radio/TV,good,0.26503747703721225,Faixa 8
202009,20200914,,359,23,female,2,rent,little,little,2406,30,furniture/equipment,bad,0.635030159737725,Faixa 1
202009,20200914,,360,61,male,2,free,,moderate,1239,18,education,good,0.4026791043355723,Faixa 5
202009,20200914,,361,37,male,3,own,,rich,3399,12,radio/TV,good,0.2669509035330374,Faixa 8
202009,20200914,,362,36,female,2,own,little,rich,2247,12,car,good,0.28076193618369216,Faixa 7
202009,20200914,,363,21,male,2,rent,little,,1766,6,furniture/equipment,good,0.275047638479063,Faixa 8
202009,20200914,,364,25,male,0,own,little,little,2473,18,furniture/equipment,bad,0.5443628332476458,Faixa 2
202009,20200914,,365,36,male,2,own,little,,1542,12,business,good,0.24573487247956127,Faixa 8
202009,20200914,,366,27,male,2,own,little,,3850,18,car,good,0.25574426676840145,Faixa 8
202009,20200914,,367,22,female,2,rent,little,little,3650,18,furniture/equipment,good,0.4277936834884674,Faixa 4
202009,20200914,,368,42,male,2,own,little,little,3446,36,furniture/equipment,bad,0.5540741376283891,Faixa 2
202009,20200914,,369,40,female,2,rent,little,moderate,3001,18,furniture/equipment,good,0.42203430887164045,Faixa 4
202009,20200914,,370,36,male,2,own,,,3079,36,car,good,0.2118474567483821,Faixa 10
202009,20200914,,371,33,male,2,own,little,,6070,18,radio/TV,good,0.2881844316736132,Faixa 7
202009,20200914,,372,23,female,2,rent,little,,2146,10,furniture/equipment,good,0.3082235866234903,Faixa 7
202009,20200914,,373,63,male,3,free,,,13756,60,car,good,0.3484236026933138,Faixa 6
202009,20200914,,374,60,female,3,free,moderate,moderate,14782,60,vacation/others,bad,0.6216397842248724,Faixa 1
202009,20200914,,375,37,female,2,rent,little,little,7685,48,business,bad,0.6383474329831331,Faixa 1
202009,20200914,,376,34,male,2,own,little,,2320,18,radio/TV,good,0.26541199914816366,Faixa 8
202009,20200914,,377,36,male,2,free,,,846,7,radio/TV,good,0.19654304144011717,Faixa 10
202009,20200914,,378,57,male,3,free,little,moderate,14318,36,car,bad,0.6316432283564735,Faixa 1
202009,20200914,,379,52,female,1,own,moderate,,362,6,car,good,0.1941554553021663,Faixa 10
202009,20200914,,380,39,male,2,own,,little,2212,20,furniture/equipment,good,0.3654542032559659,Faixa 5
202009,20200914,,381,38,female,3,free,little,moderate,12976,18,car,bad,0.6196923960852959,Faixa 1
202009,20200914,,382,25,female,2,rent,,,1283,22,car,good,0.26831490939028596,Faixa 8
202009,20200914,,383,26,male,2,own,little,rich,1330,12,car,good,0.34926110322831994,Faixa 6
202009,20200914,,384,26,male,1,own,moderate,,4272,30,business,good,0.33481710506168677,Faixa 6
202009,20200914,,385,25,female,2,own,little,,2238,18,radio/TV,good,0.33875944844524436,Faixa 6
202009,20200914,,386,21,female,2,rent,,,1126,18,radio/TV,good,0.3533294222402256,Faixa 6
202009,20200914,,387,40,male,3,own,little,moderate,7374,18,furniture/equipment,good,0.43533365552865866,Faixa 4
202009,20200914,,388,27,male,2,own,quite rich,moderate,2326,15,business,good,0.34427487236478266,Faixa 6
202009,20200914,,389,27,female,2,own,little,,1449,9,business,good,0.2417740939025264,Faixa 9
202009,20200914,,390,30,male,3,own,little,,1820,18,car,good,0.32546346502101225,Faixa 6
202009,20200914,,391,19,female,1,rent,rich,moderate,983,12,furniture/equipment,good,0.43086101291484047,Faixa 4
202009,20200914,,392,39,male,3,free,little,little,3249,36,car,good,0.5316496054207913,Faixa 3
202009,20200914,,393,31,female,2,own,little,little,1957,6,radio/TV,good,0.3288115005536136,Faixa 6
202009,20200914,,394,31,male,3,own,little,,2406,9,furniture/equipment,good,0.20217098623808835,Faixa 10
202009,20200914,,395,32,male,2,rent,moderate,moderate,11760,39,education,good,0.5459430204121103,Faixa 2
202009,20200914,,396,55,female,3,free,little,little,2578,12,furniture/equipment,good,0.4413184175994958,Faixa 4
202009,20200914,,397,46,male,2,own,little,little,2348,36,furniture/equipment,good,0.6243059499207733,Faixa 1
202009,20200914,,398,46,male,2,rent,little,moderate,1223,12,car,bad,0.5059273719788825,Faixa 3
202009,20200914,,399,43,female,1,own,rich,,1516,24,radio/TV,good,0.23105298403547028,Faixa 9
202009,20200914,,400,39,male,2,own,little,,1473,18,radio/TV,good,0.25861211920220994,Faixa 8
202009,20200914,,401,28,male,2,own,,moderate,1887,18,business,good,0.33343394210527183,Faixa 6
202009,20200914,,402,27,male,2,own,little,,8648,24,business,bad,0.4321903116531425,Faixa 4
202009,20200914,,403,27,male,1,own,little,,802,14,car,good,0.2790016363382773,Faixa 7
202009,20200914,,404,43,male,2,own,,moderate,2899,18,car,good,0.2716226399688759,Faixa 8
202009,20200914,,405,22,male,2,own,little,moderate,2039,24,radio/TV,bad,0.5741627463264397,Faixa 2
202009,20200914,,406,43,male,2,own,,,2197,24,car,good,0.2297609919674958,Faixa 9
202009,20200914,,407,27,male,2,own,little,little,1053,15,radio/TV,good,0.5323544925124915,Faixa 3
202009,20200914,,408,26,male,3,own,quite rich,,3235,24,radio/TV,good,0.2331328280410693,Faixa 9
202009,20200914,,409,28,male,2,own,quite rich,rich,939,12,car,bad,0.40841650013169556,Faixa 5
202009,20200914,,410,20,female,2,own,little,moderate,1967,24,radio/TV,good,0.5754850848819044,Faixa 2
202009,20200914,,411,35,male,3,own,little,,7253,33,car,good,0.24721476111245297,Faixa 8
202009,20200914,,412,42,male,3,own,little,,2292,12,business,bad,0.27673821245306646,Faixa 7
202009,20200914,,413,40,male,1,rent,quite rich,,1597,10,car,good,0.22945820376735943,Faixa 9
202009,20200914,,414,35,female,2,own,,little,1381,24,car,bad,0.5236969334459862,Faixa 3
202009,20200914,,415,35,male,2,own,little,,5842,36,car,good,0.2121315879960444,Faixa 10
202009,20200914,,416,33,male,1,own,little,little,2579,12,car,bad,0.4228311172937236,Faixa 4
202009,20200914,,417,23,female,2,rent,,little,8471,18,education,good,0.49844709268105214,Faixa 3
202009,20200914,,418,31,female,3,own,quite rich,,2782,21,car,good,0.26817808325921216,Faixa 8
202009,20200914,,419,33,female,2,own,,moderate,1042,18,car,bad,0.4380864850771259,Faixa 4
202009,20200914,,420,20,female,2,rent,rich,,3186,15,car,good,0.3141156391731351,Faixa 7
202009,20200914,,421,30,male,2,own,,moderate,2028,12,car,good,0.29963941865197424,Faixa 7
202009,20200914,,422,47,male,1,own,little,moderate,958,12,car,good,0.4589891119246532,Faixa 4
202009,20200914,,423,34,male,3,own,moderate,,1591,21,furniture/equipment,good,0.23637944962965865,Faixa 9
202009,20200914,,424,25,female,2,own,,moderate,2762,12,furniture/equipment,bad,0.4040455886353461,Faixa 5
202009,20200914,,425,21,male,2,rent,little,moderate,2779,18,car,good,0.4505884243513163,Faixa 4
202009,20200914,,426,29,male,2,own,little,,2743,28,radio/TV,good,0.2601463243287502,Faixa 8
202009,20200914,,427,46,male,2,own,rich,,1149,18,radio/TV,good,0.20852688836188393,Faixa 10
202009,20200914,,428,20,male,2,own,little,,1313,9,furniture/equipment,good,0.30385973665758204,Faixa 7
202009,20200914,,429,55,female,0,free,little,little,1190,18,repairs,bad,0.6078814217632115,Faixa 1
202009,20200914,,430,74,male,1,own,little,,3448,5,business,good,0.20855267106812592,Faixa 10
202009,20200914,,431,29,male,3,own,little,moderate,11328,24,vacation/others,bad,0.6329606338108764,Faixa 1
202009,20200914,,432,36,male,3,free,little,little,1872,6,furniture/equipment,good,0.2970188603826475,Faixa 7
202009,20200914,,433,33,male,2,own,little,,2058,24,repairs,good,0.26559242964672386,Faixa 8
202009,20200914,,434,25,male,2,own,little,little,2136,9,furniture/equipment,good,0.37326698865098823,Faixa 5
202009,20200914,,435,25,male,2,own,,moderate,1484,12,radio/TV,bad,0.37551554624343464,Faixa 5
202009,20200914,,436,23,male,1,rent,quite rich,,660,6,repairs,good,0.25319588830050976,Faixa 8
202009,20200914,,437,37,female,2,own,rich,,1287,24,car,good,0.2250557973354354,Faixa 9
202009,20200914,,438,65,male,0,own,little,little,3394,42,repairs,good,0.5454427396407862,Faixa 2
202009,20200914,,439,26,female,0,own,little,rich,609,12,business,bad,0.49919625192031253,Faixa 3
202009,20200914,,440,39,male,3,own,little,,1884,12,car,good,0.23392861814275379,Faixa 9
202009,20200914,,441,30,female,2,own,little,little,1620,12,furniture/equipment,good,0.43637752043918376,Faixa 4
202009,20200914,,442,29,male,2,own,little,moderate,2629,20,vacation/others,good,0.38767704601244923,Faixa 5
202009,20200914,,443,41,male,1,own,little,,719,12,education,bad,0.29390170962145445,Faixa 7
202009,20200914,,444,30,female,3,own,little,moderate,5096,48,furniture/equipment,bad,0.6358369463356413,Faixa 1
202009,20200914,,445,41,female,1,rent,,,1244,9,education,good,0.22312070186019556,Faixa 9
202009,20200914,,446,34,female,2,own,little,little,1842,36,car,bad,0.6345210930090432,Faixa 1
202009,20200914,,447,35,male,2,own,little,moderate,2576,7,radio/TV,good,0.24979239418846197,Faixa 8
202009,20200914,,448,55,female,3,own,,rich,1424,12,furniture/equipment,good,0.27839211317993934,Faixa 7
202009,20200914,,449,61,male,2,own,rich,moderate,1512,15,repairs,bad,0.3798650192285521,Faixa 5
202009,20200914,,450,30,male,3,own,,,11054,36,car,good,0.3017586766901229,Faixa 7
202009,20200914,,451,29,female,2,own,little,,518,6,radio/TV,good,0.23804018535761834,Faixa 9
202009,20200914,,452,34,male,2,own,little,,2759,12,furniture/equipment,good,0.18746433954487685,Faixa 10
202009,20200914,,453,35,male,3,own,little,,2670,24,car,good,0.22897890564743278,Faixa 9
202009,20200914,,454,31,male,2,own,little,little,4817,24,car,bad,0.5512528307286754,Faixa 2
202009,20200914,,455,29,female,3,own,little,,2679,24,car,good,0.2767965236474543,Faixa 7
202009,20200914,,456,36,male,2,rent,little,little,3905,11,car,good,0.3143637876120812,Faixa 6
202009,20200914,,457,35,male,2,free,little,little,3386,12,car,bad,0.4704952749705003,Faixa 3
202009,20200914,,458,27,female,2,own,little,little,343,6,domestic appliances,good,0.34673013558522964,Faixa 6
202009,20200914,,459,32,male,2,own,little,,4594,18,radio/TV,good,0.3525632917318482,Faixa 6
202009,20200914,,460,37,male,2,own,little,little,3620,36,furniture/equipment,good,0.5099233499151928,Faixa 3
202009,20200914,,461,36,male,2,own,little,little,1721,15,car,good,0.3979310378647252,Faixa 5
202009,20200914,,462,34,female,3,rent,little,moderate,3017,12,furniture/equipment,good,0.41999481795560223,Faixa 4
202009,20200914,,463,38,male,2,own,,moderate,754,12,education,good,0.4048227293290324,Faixa 5
202009,20200914,,464,34,male,2,own,little,,1950,18,business,good,0.3034248610245511,Faixa 7
202009,20200914,,465,63,male,2,own,little,little,2924,24,car,good,0.44822379044307714,Faixa 4
202009,20200914,,466,29,female,1,rent,little,little,1659,24,radio/TV,bad,0.6321834744526292,Faixa 1
202009,20200914,,467,32,male,2,own,,,7238,48,radio/TV,good,0.24074853302010524,Faixa 9
202009,20200914,,468,26,female,2,own,little,,2764,33,business,good,0.2870246232365598,Faixa 7
202009,20200914,,469,35,male,1,own,little,,4679,24,car,good,0.28674143621506115,Faixa 7
202009,20200914,,470,22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad,0.5098883458858682,Faixa 3
202009,20200914,,471,23,female,2,own,little,little,448,6,education,bad,0.379279658356254,Faixa 5
202009,20200914,,472,28,male,1,own,little,little,654,9,car,bad,0.5526522940449965,Faixa 2
202009,20200914,,473,36,male,3,own,,,1238,6,education,good,0.17128875650834935,Faixa 10
202009,20200914,,474,33,male,2,own,little,moderate,1245,18,radio/TV,bad,0.5531238408358865,Faixa 2
202009,20200914,,475,26,female,2,rent,little,little,3114,18,furniture/equipment,bad,0.4895830123023266,Faixa 3
202009,20200914,,476,24,male,2,own,quite rich,,2569,39,car,good,0.2782077434765177,Faixa 7
202009,20200914,,477,25,male,2,own,little,rich,5152,24,radio/TV,good,0.38091564574180425,Faixa 5
202009,20200914,,478,39,male,1,own,moderate,moderate,1037,12,business,good,0.4017040772728566,Faixa 5
202009,20200914,,479,44,male,2,own,little,little,1478,15,furniture/equipment,good,0.40642197875003533,Faixa 5
202009,20200914,,480,23,female,1,own,little,moderate,3573,12,radio/TV,good,0.30722411057185717,Faixa 7
202009,20200914,,481,26,male,2,own,little,moderate,1201,24,car,good,0.6095365949935471,Faixa 1
202009,20200914,,482,57,female,2,rent,rich,little,3622,30,furniture/equipment,good,0.3473258884850734,Faixa 6
202009,20200914,,483,30,female,2,own,rich,,960,15,furniture/equipment,good,0.25152264827712806,Faixa 8
202009,20200914,,484,44,male,2,own,quite rich,,1163,12,car,good,0.22414495812387902,Faixa 9
202009,20200914,,485,47,male,3,own,little,moderate,1209,6,car,bad,0.38102277022701997,Faixa 5
202009,20200914,,486,52,male,2,own,little,,3077,12,radio/TV,good,0.16890224267577142,Faixa 10
202009,20200914,,487,62,female,2,free,little,,3757,24,car,good,0.22369009686591712,Faixa 9
202009,20200914,,488,35,male,1,rent,moderate,,1418,10,car,good,0.21982538380847794,Faixa 9
202009,20200914,,489,26,male,2,rent,little,,3518,6,car,good,0.20432668498628667,Faixa 10
202009,20200914,,490,26,male,2,own,little,,1934,12,radio/TV,good,0.2427922824800956,Faixa 9
202009,20200914,,491,42,female,3,free,little,moderate,8318,27,business,bad,0.5882415491868278,Faixa 2
202009,20200914,,492,27,female,2,own,moderate,,1237,6,radio/TV,good,0.21426581848304893,Faixa 10
202009,20200914,,493,38,male,2,own,,moderate,368,6,radio/TV,good,0.23431017532622742,Faixa 9
202009,20200914,,494,39,male,1,rent,little,little,2122,12,car,good,0.3907668323940318,Faixa 5
202009,20200914,,495,20,male,2,own,,little,2996,24,furniture/equipment,bad,0.41813017239514416,Faixa 4
202009,20200914,,496,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad,0.5937645480275905,Faixa 2
202009,20200914,,497,40,male,2,own,little,,1585,24,furniture/equipment,good,0.2374945597130407,Faixa 9
202009,20200914,,498,32,male,1,own,little,moderate,1301,18,radio/TV,good,0.5413409594932574,Faixa 2
202009,20200914,,499,28,male,2,own,moderate,rich,1323,6,car,good,0.25580378445202195,Faixa 8
202009,20200914,,500,27,female,2,own,little,little,3123,24,car,bad,0.539187566765198,Faixa 2
202009,20200914,,501,42,male,2,free,little,little,5493,36,car,good,0.5498349465456216,Faixa 2
202009,20200914,,502,49,male,2,own,moderate,rich,1126,9,radio/TV,good,0.2494055460659215,Faixa 8
202009,20200914,,503,38,male,2,own,moderate,moderate,1216,24,radio/TV,bad,0.557613069527865,Faixa 2
202009,20200914,,504,24,female,2,rent,little,little,1207,24,car,bad,0.6405237166580587,Faixa 1
202009,20200914,,505,27,male,1,own,,,1309,10,car,bad,0.2730023312725595,Faixa 8
202009,20200914,,506,36,male,2,own,quite rich,rich,2360,15,car,good,0.31381165514960374,Faixa 7
202009,20200914,,507,34,male,3,own,moderate,moderate,6850,15,car,bad,0.4444257296102444,Faixa 4
202009,20200914,,508,28,male,2,own,little,,1413,24,radio/TV,good,0.2304202250742351,Faixa 9
202009,20200914,,509,45,male,3,own,moderate,,8588,39,car,good,0.291855164262474,Faixa 7
202009,20200914,,510,26,male,2,own,little,little,759,12,car,bad,0.6188334833159025,Faixa 1
202009,20200914,,511,32,male,3,free,little,,4686,36,car,good,0.3440790196536064,Faixa 6
202009,20200914,,512,26,male,2,rent,little,rich,2687,15,business,good,0.38046347539892406,Faixa 5
202009,20200914,,513,20,male,2,rent,little,moderate,585,12,radio/TV,good,0.40868576280874336,Faixa 5
202009,20200914,,514,54,male,2,own,,,2255,24,car,good,0.21160351945688088,Faixa 10
202009,20200914,,515,37,female,2,own,little,little,609,6,car,good,0.333749271264103,Faixa 6
202009,20200914,,516,40,male,1,own,little,little,1361,6,car,good,0.2515031266479697,Faixa 8
202009,20200914,,517,23,female,2,rent,little,,7127,36,furniture/equipment,bad,0.46236951499075724,Faixa 4
202009,20200914,,518,43,male,2,own,moderate,little,1203,6,car,good,0.30036011277304414,Faixa 7
202009,20200914,,519,36,male,2,free,,,700,6,radio/TV,good,0.19981799693719446,Faixa 10
202009,20200914,,520,44,male,2,free,little,,5507,24,repairs,good,0.26814138601310683,Faixa 8
202009,20200914,,521,24,female,2,own,little,little,3190,18,radio/TV,bad,0.4871620606359379,Faixa 3
202009,20200914,,522,53,male,2,free,little,little,7119,48,furniture/equipment,bad,0.6129888084051097,Faixa 1
202009,20200914,,523,23,female,2,own,moderate,,3488,24,car,good,0.24900112542079667,Faixa 8
202009,20200914,,524,26,female,1,own,little,moderate,1113,18,radio/TV,good,0.5515377275248619,Faixa 2
202009,20200914,,525,30,male,2,own,little,moderate,7966,26,car,good,0.47617653128859017,Faixa 3
202009,20200914,,526,31,female,2,own,moderate,,1532,15,education,good,0.27873393056843804,Faixa 7
202009,20200914,,527,42,male,1,own,little,,1503,4,radio/TV,good,0.18909553160063527,Faixa 10
202009,20200914,,528,31,male,2,rent,little,little,2302,36,radio/TV,bad,0.6445375283660151,Faixa 1
202009,20200914,,529,41,male,1,own,little,little,662,6,car,good,0.3104595027831767,Faixa 7
202009,20200914,,530,32,male,2,own,little,moderate,2273,36,education,good,0.5712968411996389,Faixa 2
202009,20200914,,531,28,female,2,rent,moderate,moderate,2631,15,car,bad,0.4809122878713464,Faixa 3
202009,20200914,,532,41,male,2,rent,little,,1503,12,car,good,0.24359950719913173,Faixa 9
202009,20200914,,533,26,male,2,own,moderate,,1311,24,radio/TV,good,0.2221802241087386,Faixa 9
202009,20200914,,534,25,male,2,own,,,3105,24,radio/TV,good,0.22954483480823407,Faixa 9
202009,20200914,,535,33,male,2,rent,little,rich,2319,21,education,bad,0.46535982038451523,Faixa 4
202009,20200914,,536,75,female,3,own,,little,1374,6,car,good,0.2814285741875425,Faixa 7
202009,20200914,,537,37,female,2,own,little,moderate,3612,18,furniture/equipment,good,0.35941556914194484,Faixa 6
202009,20200914,,538,42,male,3,free,little,little,7763,48,car,bad,0.6259797460570988,Faixa 1
202009,20200914,,539,45,female,1,own,little,rich,3049,18,furniture/equipment,good,0.291557650589881,Faixa 7
202009,20200914,,540,23,male,2,rent,little,moderate,1534,12,radio/TV,bad,0.4882237590266885,Faixa 3
202009,20200914,,541,60,male,2,free,little,,2032,24,car,good,0.24766959065034574,Faixa 8
202009,20200914,,542,31,male,2,own,,little,6350,30,furniture/equipment,bad,0.4584942254911018,Faixa 4
202009,20200914,,543,34,male,1,own,little,rich,2864,18,furniture/equipment,bad,0.4109211039589589,Faixa 5
202009,20200914,,544,61,male,1,own,little,,1255,12,car,good,0.21697857063791065,Faixa 10
202009,20200914,,545,43,male,2,free,little,little,1333,24,car,bad,0.6299604934953373,Faixa 1
202009,20200914,,546,37,female,2,own,little,,2022,24,car,good,0.24658222712652375,Faixa 8
202009,20200914,,547,32,male,2,own,little,,1552,24,radio/TV,good,0.24127742864416357,Faixa 9
202009,20200914,,548,24,female,1,own,little,little,626,12,radio/TV,bad,0.5989455719873045,Faixa 1
202009,20200914,,549,35,male,2,free,,,8858,48,car,good,0.23509910573011494,Faixa 9
202009,20200914,,550,23,female,2,own,,,996,12,repairs,good,0.24764835344380468,Faixa 8
202009,20200914,,551,45,male,1,own,quite rich,,1750,6,radio/TV,good,0.16498450808540333,Faixa 10
